sku_id,date,weekly_units
SKU0050,2025-02-23,48
SKU0050,2025-03-02,53
SKU0050,2025-03-09,47
SKU0050,2025-03-16,37
SKU0050,2025-03-23,33
SKU0050,2025-03-30,42
SKU0050,2025-04-06,48
SKU0050,2025-04-13,30
SKU0050,2025-04-20,31
SKU0050,2025-04-27,28
SKU0050,2025-05-04,28
SKU0050,2025-05-11,30
SKU0050,2025-05-18,35
SKU0050,2025-05-25,25
SKU0050,2025-06-01,25
SKU0050,2025-06-08,55
SKU0050,2025-06-15,27
SKU0050,2025-06-22,24
SKU0050,2025-06-29,36
SKU0050,2025-07-06,47
SKU0050,2025-07-13,33
SKU0050,2025-07-20,22
SKU0050,2025-07-27,29
SKU0050,2025-08-03,27
SKU0050,2025-08-10,27
SKU0050,2025-08-17,24
SKU0050,2025-08-24,36
SKU0050,2025-08-31,42
SKU0050,2025-09-07,37
SKU0050,2025-09-14,42
SKU0050,2025-09-21,46
SKU0050,2025-09-28,42
SKU0050,2025-10-05,13
SKU0051,2024-01-07,101
SKU0051,2024-01-14,92
SKU0051,2024-01-21,96
SKU0051,2024-01-28,93
SKU0051,2024-02-04,88
SKU0051,2024-02-11,74
SKU0051,2024-02-18,80
SKU0051,2024-02-25,68
SKU0051,2024-03-03,85
SKU0051,2024-03-10,71
SKU0051,2024-03-17,59
SKU0051,2024-03-24,64
SKU0051,2024-03-31,58
SKU0051,2024-04-07,50
SKU0051,2024-04-14,59
SKU0051,2024-04-21,59
SKU0051,2024-04-28,57
SKU0051,2024-05-05,59
SKU0051,2024-05-12,52
SKU0051,2024-05-19,49
SKU0051,2024-05-26,45
SKU0051,2024-06-02,69
SKU0051,2024-06-09,66
SKU0051,2024-06-16,41
SKU0051,2024-06-23,42
SKU0051,2024-06-30,47
SKU0051,2024-07-07,36
SKU0051,2024-07-14,39
SKU0051,2024-07-21,34
SKU0051,2024-07-28,42
SKU0051,2024-08-04,44
SKU0051,2024-08-11,33
SKU0051,2024-08-18,32
SKU0051,2024-08-25,49
SKU0051,2024-09-01,34
SKU0051,2024-09-08,43
SKU0051,2024-09-15,44
SKU0051,2024-09-22,34
SKU0051,2024-09-29,34
SKU0051,2024-10-06,37
SKU0051,2024-10-13,53
SKU0051,2024-10-20,73
SKU0051,2024-10-27,58
SKU0051,2024-11-03,41
SKU0051,2024-11-10,44
SKU0051,2024-11-17,31
SKU0051,2024-11-24,55
SKU0051,2024-12-01,41
SKU0051,2024-12-08,30
SKU0051,2024-12-15,33
SKU0051,2024-12-22,34
SKU0051,2024-12-29,32
SKU0051,2025-01-05,37
SKU0051,2025-01-12,30
SKU0051,2025-01-19,53
SKU0051,2025-01-26,21
SKU0051,2025-02-02,23
SKU0051,2025-02-09,29
SKU0051,2025-02-16,30
SKU0051,2025-02-23,18
SKU0051,2025-03-02,21
SKU0051,2025-03-09,20
SKU0051,2025-03-16,12
SKU0051,2025-03-23,13
SKU0051,2025-03-30,18
SKU0051,2025-04-06,10
SKU0051,2025-04-13,16
SKU0051,2025-04-20,4
SKU0051,2025-04-27,15
SKU0051,2025-05-04,6
SKU0051,2025-05-11,8
SKU0051,2025-05-18,10
SKU0051,2025-05-25,4
SKU0051,2025-06-01,5
SKU0051,2025-06-08,13
SKU0051,2025-06-15,4
SKU0051,2025-06-22,2
SKU0051,2025-06-29,0
SKU0051,2025-07-06,3
SKU0051,2025-07-13,1
SKU0051,2025-07-20,0
SKU0051,2025-07-27,0
SKU0051,2025-08-03,0
SKU0051,2025-08-10,0
SKU0051,2025-08-17,1
SKU0051,2025-08-24,1
SKU0051,2025-08-31,1
SKU0051,2025-09-07,1
SKU0051,2025-09-14,0
SKU0051,2025-09-21,0
SKU0051,2025-09-28,0
SKU0051,2025-10-05,0
SKU0052,2025-04-27,35
SKU0052,2025-05-04,44
SKU0052,2025-05-11,59
SKU0052,2025-05-18,54
SKU0052,2025-05-25,64
SKU0052,2025-06-01,55
SKU0052,2025-06-08,80
SKU0052,2025-06-15,66
SKU0052,2025-06-22,59
SKU0052,2025-06-29,48
SKU0052,2025-07-06,61
SKU0052,2025-07-13,68
SKU0052,2025-07-20,68
SKU0052,2025-07-27,72
SKU0052,2025-08-03,47
SKU0052,2025-08-10,59
SKU0052,2025-08-17,69
SKU0052,2025-08-24,64
SKU0052,2025-08-31,52
SKU0052,2025-09-07,73
SKU0052,2025-09-14,70
SKU0052,2025-09-21,75
SKU0052,2025-09-28,62
SKU0052,2025-10-05,18
SKU0053,2024-01-07,2
SKU0053,2024-01-14,7
SKU0053,2024-01-21,6
SKU0053,2024-01-28,1
SKU0053,2024-02-04,6
SKU0053,2024-02-11,3
SKU0053,2024-02-18,4
SKU0053,2024-02-25,2
SKU0053,2024-03-03,3
SKU0053,2024-03-10,4
SKU0053,2024-03-17,3
SKU0053,2024-03-24,2
SKU0053,2024-03-31,5
SKU0053,2024-04-07,3
SKU0053,2024-04-14,4
SKU0053,2024-04-21,5
SKU0053,2024-04-28,5
SKU0053,2024-05-05,6
SKU0053,2024-05-12,3
SKU0053,2024-05-19,7
SKU0053,2024-05-26,4
SKU0053,2024-06-02,1
SKU0053,2024-06-09,7
SKU0053,2024-06-16,6
SKU0053,2024-06-23,5
SKU0053,2024-06-30,3
SKU0053,2024-07-07,5
SKU0053,2024-07-14,4
SKU0053,2024-07-21,7
SKU0053,2024-07-28,7
SKU0053,2024-08-04,9
SKU0053,2024-08-11,3
SKU0053,2024-08-18,2
SKU0053,2024-08-25,0
SKU0053,2024-09-01,6
SKU0053,2024-09-08,6
SKU0053,2024-09-15,8
SKU0053,2024-09-22,7
SKU0053,2024-09-29,7
SKU0053,2024-10-06,1
SKU0053,2024-10-13,7
SKU0053,2024-10-20,5
SKU0053,2024-10-27,14
SKU0053,2024-11-03,8
SKU0053,2024-11-10,9
SKU0053,2024-11-17,10
SKU0053,2024-11-24,12
SKU0053,2024-12-01,10
SKU0053,2024-12-08,6
SKU0053,2024-12-15,9
SKU0053,2024-12-22,9
SKU0053,2024-12-29,13
SKU0053,2025-01-05,7
SKU0053,2025-01-12,13
SKU0053,2025-01-19,13
SKU0053,2025-01-26,11
SKU0053,2025-02-02,8
SKU0053,2025-02-09,9
SKU0053,2025-02-16,10
SKU0053,2025-02-23,9
SKU0053,2025-03-02,11
SKU0053,2025-03-09,12
SKU0053,2025-03-16,9
SKU0053,2025-03-23,8
SKU0053,2025-03-30,8
SKU0053,2025-04-06,5
SKU0053,2025-04-13,5
SKU0053,2025-04-20,14
SKU0053,2025-04-27,10
SKU0053,2025-05-04,10
SKU0053,2025-05-11,18
SKU0053,2025-05-18,8
SKU0053,2025-05-25,11
SKU0053,2025-06-01,10
SKU0053,2025-06-08,8
SKU0053,2025-06-15,10
SKU0053,2025-06-22,4
SKU0053,2025-06-29,9
SKU0053,2025-07-06,7
SKU0053,2025-07-13,7
SKU0053,2025-07-20,14
SKU0053,2025-07-27,17
SKU0053,2025-08-03,13
SKU0053,2025-08-10,10
SKU0053,2025-08-17,6
SKU0053,2025-08-24,9
SKU0053,2025-08-31,12
SKU0053,2025-09-07,5
SKU0053,2025-09-14,7
SKU0053,2025-09-21,14
SKU0053,2025-09-28,8
SKU0053,2025-10-05,3
SKU0054,2024-01-07,53
SKU0054,2024-01-14,74
SKU0054,2024-01-21,66
SKU0054,2024-01-28,52
SKU0054,2024-02-04,58
SKU0054,2024-02-11,51
SKU0054,2024-02-18,47
SKU0054,2024-02-25,54
SKU0054,2024-03-03,41
SKU0054,2024-03-10,44
SKU0054,2024-03-17,45
SKU0054,2024-03-24,44
SKU0054,2024-03-31,41
SKU0054,2024-04-07,47
SKU0054,2024-04-14,48
SKU0054,2024-04-21,51
SKU0054,2024-04-28,42
SKU0054,2024-05-05,41
SKU0054,2024-05-12,33
SKU0054,2024-05-19,38
SKU0054,2024-05-26,27
SKU0054,2024-06-02,45
SKU0054,2024-06-09,50
SKU0054,2024-06-16,36
SKU0054,2024-06-23,33
SKU0054,2024-06-30,35
SKU0054,2024-07-07,36
SKU0054,2024-07-14,40
SKU0054,2024-07-21,36
SKU0054,2024-07-28,45
SKU0054,2024-08-04,44
SKU0054,2024-08-11,47
SKU0054,2024-08-18,52
SKU0054,2024-08-25,42
SKU0054,2024-09-01,68
SKU0054,2024-09-08,60
SKU0054,2024-09-15,63
SKU0054,2024-09-22,68
SKU0054,2024-09-29,54
SKU0054,2024-10-06,64
SKU0054,2024-10-13,70
SKU0054,2024-10-20,75
SKU0054,2024-10-27,96
SKU0054,2024-11-03,73
SKU0054,2024-11-10,74
SKU0054,2024-11-17,88
SKU0054,2024-11-24,112
SKU0054,2024-12-01,113
SKU0054,2024-12-08,77
SKU0054,2024-12-15,95
SKU0054,2024-12-22,90
SKU0054,2024-12-29,93
SKU0054,2025-01-05,74
SKU0054,2025-01-12,92
SKU0054,2025-01-19,129
SKU0054,2025-01-26,96
SKU0054,2025-02-02,86
SKU0054,2025-02-09,88
SKU0054,2025-02-16,93
SKU0054,2025-02-23,83
SKU0054,2025-03-02,80
SKU0054,2025-03-09,85
SKU0054,2025-03-16,71
SKU0054,2025-03-23,73
SKU0054,2025-03-30,67
SKU0054,2025-04-06,60
SKU0054,2025-04-13,67
SKU0054,2025-04-20,77
SKU0054,2025-04-27,48
SKU0054,2025-05-04,65
SKU0054,2025-05-11,57
SKU0054,2025-05-18,60
SKU0054,2025-05-25,55
SKU0054,2025-06-01,71
SKU0054,2025-06-08,72
SKU0054,2025-06-15,64
SKU0054,2025-06-22,42
SKU0054,2025-06-29,57
SKU0054,2025-07-06,57
SKU0054,2025-07-13,64
SKU0054,2025-07-20,55
SKU0054,2025-07-27,73
SKU0054,2025-08-03,71
SKU0054,2025-08-10,79
SKU0054,2025-08-17,75
SKU0054,2025-08-24,68
SKU0054,2025-08-31,86
SKU0054,2025-09-07,106
SKU0054,2025-09-14,88
SKU0054,2025-09-21,83
SKU0054,2025-09-28,101
SKU0054,2025-10-05,20
SKU0055,2024-05-05,37
SKU0055,2024-05-12,180
SKU0055,2024-05-19,171
SKU0055,2024-05-26,173
SKU0055,2024-06-02,238
SKU0055,2024-06-09,200
SKU0055,2024-06-16,170
SKU0055,2024-06-23,137
SKU0055,2024-06-30,140
SKU0055,2024-07-07,151
SKU0055,2024-07-14,140
SKU0055,2024-07-21,157
SKU0055,2024-07-28,135
SKU0055,2024-08-04,141
SKU0055,2024-08-11,160
SKU0055,2024-08-18,142
SKU0055,2024-08-25,148
SKU0055,2024-09-01,143
SKU0055,2024-09-08,149
SKU0055,2024-09-15,157
SKU0055,2024-09-22,154
SKU0055,2024-09-29,162
SKU0055,2024-10-06,150
SKU0055,2024-10-13,152
SKU0055,2024-10-20,179
SKU0055,2024-10-27,226
SKU0055,2024-11-03,176
SKU0055,2024-11-10,163
SKU0055,2024-11-17,140
SKU0055,2024-11-24,173
SKU0055,2024-12-01,188
SKU0055,2024-12-08,144
SKU0055,2024-12-15,141
SKU0055,2024-12-22,148
SKU0055,2024-12-29,150
SKU0055,2025-01-05,161
SKU0055,2025-01-12,140
SKU0055,2025-01-19,168
SKU0055,2025-01-26,117
SKU0055,2025-02-02,139
SKU0055,2025-02-09,85
SKU0055,2025-02-16,108
SKU0055,2025-02-23,110
SKU0055,2025-03-02,86
SKU0055,2025-03-09,93
SKU0055,2025-03-16,90
SKU0055,2025-03-23,71
SKU0055,2025-03-30,79
SKU0055,2025-04-06,82
SKU0055,2025-04-13,64
SKU0055,2025-04-20,62
SKU0055,2025-04-27,43
SKU0055,2025-05-04,54
SKU0055,2025-05-11,49
SKU0055,2025-05-18,42
SKU0055,2025-05-25,51
SKU0055,2025-06-01,52
SKU0055,2025-06-08,46
SKU0055,2025-06-15,36
SKU0055,2025-06-22,28
SKU0055,2025-06-29,25
SKU0055,2025-07-06,30
SKU0055,2025-07-13,23
SKU0055,2025-07-20,20
SKU0055,2025-07-27,19
SKU0055,2025-08-03,21
SKU0055,2025-08-10,14
SKU0055,2025-08-17,20
SKU0055,2025-08-24,13
SKU0055,2025-08-31,15
SKU0055,2025-09-07,11
SKU0055,2025-09-14,6
SKU0055,2025-09-21,1
SKU0055,2025-09-28,1
SKU0055,2025-10-05,0
SKU0056,2024-01-07,111
SKU0056,2024-01-14,99
SKU0056,2024-01-21,148
SKU0056,2024-01-28,97
SKU0056,2024-02-04,117
SKU0056,2024-02-11,113
SKU0056,2024-02-18,103
SKU0056,2024-02-25,98
SKU0056,2024-03-03,101
SKU0056,2024-03-10,110
SKU0056,2024-03-17,92
SKU0056,2024-03-24,92
SKU0056,2024-03-31,100
SKU0056,2024-04-07,84
SKU0056,2024-04-14,96
SKU0056,2024-04-21,92
SKU0056,2024-04-28,103
SKU0056,2024-05-05,93
SKU0056,2024-05-12,102
SKU0056,2024-05-19,91
SKU0056,2024-05-26,87
SKU0056,2024-06-02,127
SKU0056,2024-06-09,117
SKU0056,2024-06-16,89
SKU0056,2024-06-23,96
SKU0056,2024-06-30,96
SKU0056,2024-07-07,106
SKU0056,2024-07-14,83
SKU0056,2024-07-21,96
SKU0056,2024-07-28,122
SKU0056,2024-08-04,116
SKU0056,2024-08-11,107
SKU0056,2024-08-18,129
SKU0056,2024-08-25,106
SKU0056,2024-09-01,127
SKU0056,2024-09-08,126
SKU0056,2024-09-15,153
SKU0056,2024-09-22,127
SKU0056,2024-09-29,133
SKU0056,2024-10-06,154
SKU0056,2024-10-13,144
SKU0056,2024-10-20,171
SKU0056,2024-10-27,224
SKU0056,2024-11-03,165
SKU0056,2024-11-10,164
SKU0056,2024-11-17,165
SKU0056,2024-11-24,215
SKU0056,2024-12-01,234
SKU0056,2024-12-08,179
SKU0056,2024-12-15,189
SKU0056,2024-12-22,184
SKU0056,2024-12-29,156
SKU0056,2025-01-05,157
SKU0056,2025-01-12,172
SKU0056,2025-01-19,276
SKU0056,2025-01-26,181
SKU0056,2025-02-02,183
SKU0056,2025-02-09,174
SKU0056,2025-02-16,162
SKU0056,2025-02-23,173
SKU0056,2025-03-02,184
SKU0056,2025-03-09,163
SKU0056,2025-03-16,144
SKU0056,2025-03-23,136
SKU0056,2025-03-30,175
SKU0056,2025-04-06,171
SKU0056,2025-04-13,166
SKU0056,2025-04-20,159
SKU0056,2025-04-27,142
SKU0056,2025-05-04,137
SKU0056,2025-05-11,147
SKU0056,2025-05-18,142
SKU0056,2025-05-25,149
SKU0056,2025-06-01,170
SKU0056,2025-06-08,177
SKU0056,2025-06-15,151
SKU0056,2025-06-22,146
SKU0056,2025-06-29,147
SKU0056,2025-07-06,152
SKU0056,2025-07-13,152
SKU0056,2025-07-20,155
SKU0056,2025-07-27,155
SKU0056,2025-08-03,144
SKU0056,2025-08-10,174
SKU0056,2025-08-17,171
SKU0056,2025-08-24,154
SKU0056,2025-08-31,179
SKU0056,2025-09-07,192
SKU0056,2025-09-14,187
SKU0056,2025-09-21,185
SKU0056,2025-09-28,208
SKU0056,2025-10-05,54
SKU0057,2024-01-07,96
SKU0057,2024-01-14,112
SKU0057,2024-01-21,99
SKU0057,2024-01-28,98
SKU0057,2024-02-04,103
SKU0057,2024-02-11,97
SKU0057,2024-02-18,103
SKU0057,2024-02-25,98
SKU0057,2024-03-03,105
SKU0057,2024-03-10,98
SKU0057,2024-03-17,104
SKU0057,2024-03-24,124
SKU0057,2024-03-31,108
SKU0057,2024-04-07,113
SKU0057,2024-04-14,112
SKU0057,2024-04-21,95
SKU0057,2024-04-28,129
SKU0057,2024-05-05,97
SKU0057,2024-05-12,88
SKU0057,2024-05-19,119
SKU0057,2024-05-26,94
SKU0057,2024-06-02,115
SKU0057,2024-06-09,137
SKU0057,2024-06-16,125
SKU0057,2024-06-23,99
SKU0057,2024-06-30,105
SKU0057,2024-07-07,122
SKU0057,2024-07-14,98
SKU0057,2024-07-21,111
SKU0057,2024-07-28,113
SKU0057,2024-08-04,146
SKU0057,2024-08-11,146
SKU0057,2024-08-18,121
SKU0057,2024-08-25,153
SKU0057,2024-09-01,151
SKU0057,2024-09-08,146
SKU0057,2024-09-15,137
SKU0057,2024-09-22,171
SKU0057,2024-09-29,193
SKU0057,2024-10-06,178
SKU0057,2024-10-13,160
SKU0057,2024-10-20,178
SKU0057,2024-10-27,307
SKU0057,2024-11-03,200
SKU0057,2024-11-10,199
SKU0057,2024-11-17,168
SKU0057,2024-11-24,224
SKU0057,2024-12-01,199
SKU0057,2024-12-08,229
SKU0057,2024-12-15,224
SKU0057,2024-12-22,208
SKU0057,2024-12-29,226
SKU0057,2025-01-05,210
SKU0057,2025-01-12,220
SKU0057,2025-01-19,313
SKU0057,2025-01-26,237
SKU0057,2025-02-02,224
SKU0057,2025-02-09,235
SKU0057,2025-02-16,243
SKU0057,2025-02-23,201
SKU0057,2025-03-02,224
SKU0057,2025-03-09,237
SKU0057,2025-03-16,199
SKU0057,2025-03-23,210
SKU0057,2025-03-30,208
SKU0057,2025-04-06,195
SKU0057,2025-04-13,196
SKU0057,2025-04-20,194
SKU0057,2025-04-27,222
SKU0057,2025-05-04,208
SKU0057,2025-05-11,216
SKU0057,2025-05-18,200
SKU0057,2025-05-25,227
SKU0057,2025-06-01,228
SKU0057,2025-06-08,251
SKU0057,2025-06-15,226
SKU0057,2025-06-22,202
SKU0057,2025-06-29,198
SKU0057,2025-07-06,191
SKU0057,2025-07-13,203
SKU0057,2025-07-20,200
SKU0057,2025-07-27,239
SKU0057,2025-08-03,227
SKU0057,2025-08-10,206
SKU0057,2025-08-17,270
SKU0057,2025-08-24,246
SKU0057,2025-08-31,224
SKU0057,2025-09-07,283
SKU0057,2025-09-14,283
SKU0057,2025-09-21,276
SKU0057,2025-09-28,269
SKU0057,2025-10-05,80
SKU0058,2024-01-07,126
SKU0058,2024-01-14,129
SKU0058,2024-01-21,128
SKU0058,2024-01-28,111
SKU0058,2024-02-04,92
SKU0058,2024-02-11,125
SKU0058,2024-02-18,107
SKU0058,2024-02-25,99
SKU0058,2024-03-03,109
SKU0058,2024-03-10,93
SKU0058,2024-03-17,95
SKU0058,2024-03-24,103
SKU0058,2024-03-31,111
SKU0058,2024-04-07,79
SKU0058,2024-04-14,86
SKU0058,2024-04-21,86
SKU0058,2024-04-28,73
SKU0058,2024-05-05,77
SKU0058,2024-05-12,84
SKU0058,2024-05-19,85
SKU0058,2024-05-26,66
SKU0058,2024-06-02,69
SKU0058,2024-06-09,96
SKU0058,2024-06-16,62
SKU0058,2024-06-23,71
SKU0058,2024-06-30,60
SKU0058,2024-07-07,73
SKU0058,2024-07-14,48
SKU0058,2024-07-21,68
SKU0058,2024-07-28,77
SKU0058,2024-08-04,70
SKU0058,2024-08-11,60
SKU0058,2024-08-18,70
SKU0058,2024-08-25,80
SKU0058,2024-09-01,64
SKU0058,2024-09-08,89
SKU0058,2024-09-15,67
SKU0058,2024-09-22,63
SKU0058,2024-09-29,70
SKU0058,2024-10-06,66
SKU0058,2024-10-13,84
SKU0058,2024-10-20,83
SKU0058,2024-10-27,119
SKU0058,2024-11-03,78
SKU0058,2024-11-10,84
SKU0058,2024-11-17,80
SKU0058,2024-11-24,78
SKU0058,2024-12-01,85
SKU0058,2024-12-08,71
SKU0058,2024-12-15,60
SKU0058,2024-12-22,64
SKU0058,2024-12-29,75
SKU0058,2025-01-05,57
SKU0058,2025-01-12,80
SKU0058,2025-01-19,83
SKU0058,2025-01-26,55
SKU0058,2025-02-02,63
SKU0058,2025-02-09,58
SKU0058,2025-02-16,67
SKU0058,2025-02-23,52
SKU0058,2025-03-02,46
SKU0058,2025-03-09,65
SKU0058,2025-03-16,59
SKU0058,2025-03-23,52
SKU0058,2025-03-30,51
SKU0058,2025-04-06,38
SKU0058,2025-04-13,46
SKU0058,2025-04-20,36
SKU0058,2025-04-27,54
SKU0058,2025-05-04,47
SKU0058,2025-05-11,40
SKU0058,2025-05-18,30
SKU0058,2025-05-25,27
SKU0058,2025-06-01,36
SKU0058,2025-06-08,49
SKU0058,2025-06-15,31
SKU0058,2025-06-22,25
SKU0058,2025-06-29,33
SKU0058,2025-07-06,30
SKU0058,2025-07-13,36
SKU0058,2025-07-20,34
SKU0058,2025-07-27,24
SKU0058,2025-08-03,30
SKU0058,2025-08-10,27
SKU0058,2025-08-17,22
SKU0058,2025-08-24,22
SKU0058,2025-08-31,27
SKU0058,2025-09-07,20
SKU0058,2025-09-14,28
SKU0058,2025-09-21,29
SKU0058,2025-09-28,28
SKU0058,2025-10-05,8
SKU0059,2024-01-07,125
SKU0059,2024-01-14,92
SKU0059,2024-01-21,159
SKU0059,2024-01-28,113
SKU0059,2024-02-04,111
SKU0059,2024-02-11,113
SKU0059,2024-02-18,106
SKU0059,2024-02-25,101
SKU0059,2024-03-03,127
SKU0059,2024-03-10,97
SKU0059,2024-03-17,100
SKU0059,2024-03-24,114
SKU0059,2024-03-31,102
SKU0059,2024-04-07,99
SKU0059,2024-04-14,101
SKU0059,2024-04-21,99
SKU0059,2024-04-28,109
SKU0059,2024-05-05,87
SKU0059,2024-05-12,107
SKU0059,2024-05-19,84
SKU0059,2024-05-26,94
SKU0059,2024-06-02,107
SKU0059,2024-06-09,135
SKU0059,2024-06-16,86
SKU0059,2024-06-23,84
SKU0059,2024-06-30,111
SKU0059,2024-07-07,115
SKU0059,2024-07-14,114
SKU0059,2024-07-21,101
SKU0059,2024-07-28,97
SKU0059,2024-08-04,103
SKU0059,2024-08-11,110
SKU0059,2024-08-18,93
SKU0059,2024-08-25,86
SKU0059,2024-09-01,74
SKU0059,2024-09-08,100
SKU0059,2024-09-15,123
SKU0059,2024-09-22,118
SKU0059,2024-09-29,93
SKU0059,2024-10-06,107
SKU0059,2024-10-13,104
SKU0059,2024-10-20,111
SKU0059,2024-10-27,159
SKU0059,2024-11-03,121
SKU0059,2024-11-10,111
SKU0059,2024-11-17,111
SKU0059,2024-11-24,117
SKU0059,2024-12-01,139
SKU0059,2024-12-08,106
SKU0059,2024-12-15,122
SKU0059,2024-12-22,97
SKU0059,2024-12-29,123
SKU0059,2025-01-05,115
SKU0059,2025-01-12,108
SKU0059,2025-01-19,173
SKU0059,2025-01-26,99
SKU0059,2025-02-02,127
SKU0059,2025-02-09,117
SKU0059,2025-02-16,108
SKU0059,2025-02-23,77
SKU0059,2025-03-02,103
SKU0059,2025-03-09,105
SKU0059,2025-03-16,91
SKU0059,2025-03-23,99
SKU0059,2025-03-30,114
SKU0059,2025-04-06,112
SKU0059,2025-04-13,119
SKU0059,2025-04-20,85
SKU0059,2025-04-27,88
SKU0059,2025-05-04,96
SKU0059,2025-05-11,98
SKU0059,2025-05-18,95
SKU0059,2025-05-25,91
SKU0059,2025-06-01,116
SKU0059,2025-06-08,122
SKU0059,2025-06-15,96
SKU0059,2025-06-22,85
SKU0059,2025-06-29,89
SKU0059,2025-07-06,88
SKU0059,2025-07-13,117
SKU0059,2025-07-20,95
SKU0059,2025-07-27,96
SKU0059,2025-08-03,112
SKU0059,2025-08-10,77
SKU0059,2025-08-17,122
SKU0059,2025-08-24,101
SKU0059,2025-08-31,96
SKU0059,2025-09-07,94
SKU0059,2025-09-14,94
SKU0059,2025-09-21,112
SKU0059,2025-09-28,109
SKU0059,2025-10-05,42
SKU0060,2024-01-07,5
SKU0060,2024-01-14,7
SKU0060,2024-01-21,14
SKU0060,2024-01-28,16
SKU0060,2024-02-04,12
SKU0060,2024-02-11,9
SKU0060,2024-02-18,8
SKU0060,2024-02-25,8
SKU0060,2024-03-03,6
SKU0060,2024-03-10,9
SKU0060,2024-03-17,4
SKU0060,2024-03-24,7
SKU0060,2024-03-31,6
SKU0060,2024-04-07,1
SKU0060,2024-04-14,3
SKU0060,2024-04-21,6
SKU0060,2024-04-28,9
SKU0060,2024-05-05,6
SKU0060,2024-05-12,9
SKU0060,2024-05-19,5
SKU0060,2024-05-26,8
SKU0060,2024-06-02,9
SKU0060,2024-06-09,7
SKU0060,2024-06-16,2
SKU0060,2024-06-23,3
SKU0060,2024-06-30,4
SKU0060,2024-07-07,10
SKU0060,2024-07-14,6
SKU0060,2024-07-21,8
SKU0060,2024-07-28,3
SKU0060,2024-08-04,4
SKU0060,2024-08-11,8
SKU0060,2024-08-18,6
SKU0060,2024-08-25,11
SKU0060,2024-09-01,9
SKU0060,2024-09-08,11
SKU0060,2024-09-15,9
SKU0060,2024-09-22,15
SKU0060,2024-09-29,10
SKU0060,2024-10-06,15
SKU0060,2024-10-13,11
SKU0060,2024-10-20,16
SKU0060,2024-10-27,25
SKU0060,2024-11-03,10
SKU0060,2024-11-10,15
SKU0060,2024-11-17,13
SKU0060,2024-11-24,11
SKU0060,2024-12-01,28
SKU0060,2024-12-08,10
SKU0060,2024-12-15,11
SKU0060,2024-12-22,14
SKU0060,2024-12-29,16
SKU0060,2025-01-05,21
SKU0060,2025-01-12,19
SKU0060,2025-01-19,21
SKU0060,2025-01-26,18
SKU0060,2025-02-02,14
SKU0060,2025-02-09,17
SKU0060,2025-02-16,18
SKU0060,2025-02-23,8
SKU0060,2025-03-02,15
SKU0060,2025-03-09,14
SKU0060,2025-03-16,12
SKU0060,2025-03-23,8
SKU0060,2025-03-30,17
SKU0060,2025-04-06,15
SKU0060,2025-04-13,12
SKU0060,2025-04-20,11
SKU0060,2025-04-27,11
SKU0060,2025-05-04,12
SKU0060,2025-05-11,8
SKU0060,2025-05-18,9
SKU0060,2025-05-25,9
SKU0060,2025-06-01,12
SKU0060,2025-06-08,15
SKU0060,2025-06-15,8
SKU0060,2025-06-22,9
SKU0060,2025-06-29,12
SKU0060,2025-07-06,10
SKU0060,2025-07-13,11
SKU0060,2025-07-20,14
SKU0060,2025-07-27,10
SKU0060,2025-08-03,17
SKU0060,2025-08-10,7
SKU0060,2025-08-17,19
SKU0060,2025-08-24,16
SKU0060,2025-08-31,12
SKU0060,2025-09-07,11
SKU0060,2025-09-14,15
SKU0060,2025-09-21,17
SKU0060,2025-09-28,12
SKU0060,2025-10-05,9
SKU0061,2024-01-07,4
SKU0061,2024-01-14,6
SKU0061,2024-01-21,3
SKU0061,2024-01-28,2
SKU0061,2024-02-04,4
SKU0061,2024-02-11,3
SKU0061,2024-02-18,3
SKU0061,2024-02-25,1
SKU0061,2024-03-03,5
SKU0061,2024-03-10,3
SKU0061,2024-03-17,2
SKU0061,2024-03-24,1
SKU0061,2024-03-31,5
SKU0061,2024-04-07,2
SKU0061,2024-04-14,3
SKU0061,2024-04-21,1
SKU0061,2024-04-28,0
SKU0061,2024-05-05,2
SKU0061,2024-05-12,0
SKU0061,2024-05-19,2
SKU0061,2024-05-26,1
SKU0061,2024-06-02,1
SKU0061,2024-06-09,3
SKU0061,2024-06-16,3
SKU0061,2024-06-23,0
SKU0061,2024-06-30,6
SKU0061,2024-07-07,3
SKU0061,2024-07-14,3
SKU0061,2024-07-21,2
SKU0061,2024-07-28,0
SKU0061,2024-08-04,5
SKU0061,2024-08-11,3
SKU0061,2024-08-18,0
SKU0061,2024-08-25,3
SKU0061,2024-09-01,4
SKU0061,2024-09-08,2
SKU0061,2024-09-15,4
SKU0061,2024-09-22,2
SKU0061,2024-09-29,5
SKU0061,2024-10-06,4
SKU0061,2024-10-13,1
SKU0061,2024-10-20,1
SKU0061,2024-10-27,7
SKU0061,2024-11-03,3
SKU0061,2024-11-10,6
SKU0061,2024-11-17,4
SKU0061,2024-11-24,2
SKU0061,2024-12-01,5
SKU0061,2024-12-08,2
SKU0061,2024-12-15,1
SKU0061,2024-12-22,4
SKU0061,2024-12-29,5
SKU0061,2025-01-05,3
SKU0061,2025-01-12,4
SKU0061,2025-01-19,5
SKU0061,2025-01-26,7
SKU0061,2025-02-02,3
SKU0061,2025-02-09,3
SKU0061,2025-02-16,1
SKU0061,2025-02-23,3
SKU0061,2025-03-02,1
SKU0061,2025-03-09,1
SKU0061,2025-03-16,4
SKU0061,2025-03-23,1
